blind_id,triplet_id,symbol,trade_date,year,label,participation,direction,turn,retention,quieting,spike_distribution,volume_alignment,rejection,context,ir20,ir40,ir60,persistent_excess_score,mfe60,mae60,future_dd60
CASE_000524,70,002835.SZ,2019-04-30,2019,WINNER,LOW,1,-2,-1.0,1.0,-1,1.0,0.0,-1,0.14993933804168888,0.06637647392762415,0.1304707885698143,0.8811538461538462,0.308888888888889,-0.10000000000000009,-0.2218181818181817
CASE_000244,39,000561.SZ,2018-03-28,2018,NEUTRAL,MID,-2,-1,-1.0,0.0,1,1.0,0.0,-2,0.08199601327748023,-0.015364204262425338,-0.02027925732590352,0.4980972515856237,0.1337837837837843,-0.24864864864864844,-0.3277711561382599
CASE_000377,121,603093.SH,2020-09-25,2020,NEUTRAL,LOW,-1,-1,-2.0,1.0,-1,1.0,0.0,-1,-0.061306261902799156,-0.007637750379563983,0.00520000354327621,0.5070567986230636,0.10964912280701733,-0.16569200779727067,-0.20654679575841384
CASE_000051,24,300253.SZ,2018-01-18,2018,WINNER,MID,-1,-2,-1.0,0.0,0,-1.0,0.0,-1,0.4032979120643243,0.3632696910150779,0.6673122626663006,0.9972044728434505,1.0448430493273557,-0.008968609865470989,-0.0731995277449824
CASE_000435,66,600377.SH,2019-01-03,2019,LOSER,LOW,2,1,1.0,0.0,1,0.0,0.0,2,0.028856529340434364,-0.19618216353802714,-0.2439843404999688,0.10033076074972437,0.08315789473684143,-0.0052631578947367474,-0.04166666666666663
CASE_000052,147,300609.SZ,2020-08-26,2020,LOSER,MID,1,-1,0.0,0.0,0,0.0,0.0,1,-0.11167998298722101,-0.2004032285029285,-0.20135060258574183,0.07815771109560363,0.04146341463414638,-0.2996658278671951,-0.3127013554602295
CASE_000613,78,002639.SZ,2019-11-29,2019,NEUTRAL,LOW,-1,-1,-2.0,0.0,1,1.0,0.0,-1,-0.006719596897764579,-0.06603896020864744,0.0286715195258663,0.5454220314735336,0.3548387096774197,-0.1458064516129033,-0.25720384204909297
CASE_000464,229,600152.SH,2021-09-15,2021,NEUTRAL,HIGH,1,-1,-1.0,1.0,-1,1.0,0.0,1,-0.010234610473038905,-0.015559593901929666,0.05471900113457259,0.5320553111250785,0.2377358490566035,-0.18742138364779903,-0.16729559748427703
CASE_000272,8,002358.SZ,2018-06-21,2018,LOSER,LOW,1,-1,-1.0,,-1,,0.0,0,-0.17829156691642759,-0.14606874602317277,-0.046006340573464505,0.107457898957498,0.004968944099378758,-0.1906832298136648,-0.15880893300248178
CASE_000134,18,002293.SZ,2018-07-02,2018,LOSER,LOW,1,-2,-1.0,0.0,-1,1.0,-1.0,0,-0.056551075247003,-0.13999004292370576,-0.13388678951799377,0.14781237682301931,0.02309782608695654,-0.3036684782608696,-0.3034759358288769
CASE_000293,78,600114.SH,2019-11-29,2019,WINNER,LOW,0,-1,-1.0,1.0,-2,1.0,0.0,-1,0.3226211110284781,0.9209701684508349,1.023923229524044,0.9907010014306151,1.5901639344262297,-0.004918032786885296,-0.2102146558105108
CASE_000732,189,300137.SZ,2021-02-04,2021,NEUTRAL,LOW,-2,-1,-2.0,1.0,1,2.0,0.0,-2,0.1258016319191021,-0.01125452710753061,-0.11024573226934087,0.49132755170113407,0.6876061120543302,-0.01018675721561968,-0.28436516264428124
CASE_000641,130,600552.SH,2020-03-23,2020,NEUTRAL,LOW,0,-2,-2.0,-1.0,0,1.0,0.0,0,0.039051468847065965,-0.013267268875173044,-0.05241677707114391,0.5178571428571429,0.08286252354048962,-0.05649717514124297,-0.09380530973451329
CASE_000540,54,300393.SZ,2018-01-23,2018,NEUTRAL,HIGH,-1,1,-1.0,0.0,1,1.0,0.0,-1,0.08478467115377443,-0.03897784808997961,-0.010332064387958972,0.5210084033613446,0.055555555555556246,-0.13983739837398346,-0.14381616318099688
CASE_000421,145,002178.SZ,2020-08-06,2020,NEUTRAL,MID,1,1,1.0,1.0,-1,1.0,0.0,1,-0.014582234732633884,0.0025202657168440917,-0.09021353077943772,0.5131995776135164,0.054229934924077794,-0.20824295010846006,-0.21875
CASE_000723,234,603626.SH,2021-09-03,2021,NEUTRAL,HIGH,1,2,1.0,-1.0,0,1.0,1.0,0,0.03889512110877205,-0.03802957526942037,-0.03706561124220356,0.4792322215229704,0.35754189944133996,-0.10148975791433945,-0.28161764705882397
CASE_000067,44,603608.SH,2018-12-04,2018,WINNER,HIGH,1,1,1.0,1.0,-1,1.0,0.0,1,0.1338299340696322,0.1235964785265623,-0.04818733906023433,0.8897899004791744,0.12019230769230793,-0.05192307692307696,-0.08676207513416734
CASE_000684,150,300037.SZ,2020-11-23,2020,NEUTRAL,MID,2,2,2.0,-1.0,-1,1.0,0.0,2,0.243199112289974,-0.010545673641509379,-0.038816025260777154,0.5335820895522388,0.3492350319238642,-0.11468497771352859,-0.3128415300546452
CASE_000285,35,002383.SZ,2018-08-03,2018,LOSER,MID,0,-1,-1.0,0.0,-1,0.0,-1.0,0,-0.022114860006057675,-0.15997233183049087,-0.11992312482087238,0.13261786124952088,0.03396901072705605,-0.31644815256257486,-0.31026528258362185
CASE_000440,147,300250.SZ,2020-08-26,2020,NEUTRAL,MID,0,1,0.0,0.0,0,1.0,0.0,0,-0.015693549305572867,0.06313623674350913,-0.014332062477113272,0.5062805303558967,0.12108843537414948,-0.11156462585034044,-0.1964395334561082
CASE_000081,79,300657.SZ,2019-07-22,2019,WINNER,LOW,1,0,0.0,0.0,1,1.0,0.0,1,0.19843228985853145,0.10114544356000182,-0.016232048283621348,0.8579234972677595,0.6144859813084123,-0.05179127725856669,-0.1860465116279072
CASE_000747,100,002522.SZ,2019-06-12,2019,LOSER,MID,1,-1,0.0,1.0,1,1.0,0.0,-1,0.16975982477657972,-0.13699854591887403,-0.16874502238475944,0.0851063829787234,0.24569640062597764,-0.2253521126760566,-0.3363518758085383
CASE_000735,88,300194.SZ,2019-11-20,2019,NEUTRAL,MID,-1,0,-1.0,0.0,0,1.0,0.0,-1,-0.0038239128667585612,-0.031829586273234955,0.023907658196692855,0.5317090648513078,0.2950191570881222,-0.09578544061302696,-0.1024208566108008
CASE_000450,201,002277.SZ,2021-05-06,2021,NEUTRAL,MID,-1,1,-1.0,1.0,1,1.0,0.0,-1,-0.013260565562159862,-0.022365599149980066,0.0008847014862192054,0.5199729180771835,0.0775862068965516,-0.1094802453000906,-0.14457211456010965
CASE_000568,92,000889.SZ,2019-11-07,2019,LOSER,MID,-1,0,-1.0,1.0,-2,1.0,0.0,-2,-0.07460739634489608,-0.057178551584977456,-0.24503226577445994,0.10405453893074991,0.04419321685508715,-0.23021582733812962,-0.202191235059761
CASE_000720,49,600552.SH,2018-11-16,2018,WINNER,HIGH,-1,1,-1.0,0.0,1,1.0,0.0,-2,0.05791485125035391,0.07160857268309974,0.6584829800179256,0.8276888723483439,0.7237851662404096,-0.09718670076726343,-0.17620137299771188
CASE_000087,211,002227.SZ,2021-08-12,2021,LOSER,MID,1,2,2.0,-1.0,-1,1.0,0.0,2,-0.1374280859728571,-0.14082424225259224,-0.16600216912033564,0.13165354330708662,0.004591836734693988,-0.26122448979591795,-0.26020408163265263
CASE_000230,186,300230.SZ,2021-07-28,2021,NEUTRAL,LOW,1,-1,0.0,1.0,-1,1.0,0.0,0,0.02870911278129415,-0.022622343516934748,-0.04170892132096897,0.492739898989899,0.198614318706698,-0.08083140877598094,-0.22674418604651136
CASE_000086,28,600845.SH,2018-01-04,2018,WINNER,MID,1,1,1.0,0.0,1,1.0,0.0,1,0.09633065977453069,0.38923880699347063,0.385531334104661,0.9799196787148594,0.5274261603375527,-0.04272151898734167,-0.1393200295639322
CASE_000365,196,300209.SZ,2021-01-11,2021,LOSER,LOW,-2,-2,-1.0,0.0,1,-1.0,0.0,-2,-0.12691788380709015,-0.0590720201539421,-0.16217044914290302,0.12177985948477751,0.12180974477958251,-0.24593967517401372,-0.2985386221294364
CASE_000231,26,603308.SH,2018-08-09,2018,LOSER,MID,-1,-1,-2.0,0.0,0,1.0,0.0,-2,-0.06558461357334457,-0.1134470343738577,-0.14687689508882565,0.10966755827283149,0.022651006711409405,-0.3355704697986581,-0.3316831683168321
CASE_000196,189,603126.SH,2021-02-04,2021,WINNER,LOW,2,1,1.0,0.0,0,1.0,0.0,2,0.6349059193875372,0.6783098175425032,0.42598266733950574,0.9946631087391594,1.5204262877442285,-0.09413854351687401,-0.31375579598145253
CASE_000207,117,002375.SZ,2019-07-02,2019,NEUTRAL,HIGH,1,1,0.0,0.0,0,1.0,0.0,1,-0.05782868811077734,-0.0209355506883671,-0.0306806147405693,0.4593108504398827,0.043663654886048286,-0.147187524178781,-0.12416126038668585
CASE_000700,161,603659.SH,2020-04-21,2020,WINNER,HIGH,1,1,0.0,0.0,1,1.0,0.0,0,0.15734807515983576,0.3156032123060253,0.28699076282267816,0.9237007003317361,0.8542574486435377,-0.014465499783017477,-0.15375253549695744
CASE_000282,164,600830.SH,2020-03-09,2020,WINNER,HIGH,-1,2,0.0,-2.0,-1,1.0,0.0,0,0.051108086730564384,0.16435430893918168,0.17052628793974356,0.8667632150615496,0.46379310344827607,-0.10172413793103452,-0.30181347150259075
CASE_000792,153,000796.SZ,2020-04-23,2020,WINNER,MID,0,1,0.0,-2.0,0,1.0,1.0,0,0.23992109325073932,0.14010207620685075,1.0393827250191772,0.9627718392922964,1.8941176470588217,-1.1102230246251565e-16,-0.27416666666666667
CASE_000497,14,002124.SZ,2018-06-05,2018,LOSER,LOW,0,0,0.0,-1.0,0,1.0,0.0,1,-0.2405043694041936,-0.2501898500716617,-0.23277772815517594,0.013821138211382113,0.011382113821138073,-0.3918699186991872,-0.3658536585365856
CASE_000548,27,002698.SZ,2018-09-13,2018,WINNER,MID,-2,-1,-2.0,1.0,1,1.0,0.0,-2,0.16347669286251088,0.28953076222529517,0.29037450429064326,0.9765329295987888,0.31559405940594076,-0.06559405940594054,-0.09272300469483552
CASE_000714,110,300407.SZ,2019-09-04,2019,NEUTRAL,HIGH,-1,0,-1.0,1.0,-2,1.0,0.0,0,0.03269779244468339,-0.02611066954681194,-0.01705515181881675,0.5121597096188748,0.34545454545454524,-0.08311688311688292,-0.2730061349693248
CASE_000733,38,603936.SH,2018-01-04,2018,LOSER,MID,0,-2,,,-2,,,0,0.07755205229584214,-0.10381746762506046,-0.13176137917952763,0.13534136546184738,0.017054263565890793,-0.294573643410853,-0.24418604651162812
CASE_000236,143,300025.SZ,2020-11-18,2020,LOSER,MID,1,0,1.0,1.0,-2,1.0,0.0,1,-0.09962210432079803,-0.1839736751929895,-0.22461217562984234,0.10288624787775891,0.07308377896613161,-0.4652406417112299,-0.4891122278056951
CASE_000209,153,002159.SZ,2020-04-23,2020,NEUTRAL,MID,-1,-1,-1.0,1.0,0,1.0,0.0,-2,-0.0004802155258400269,-0.030014544567992626,-0.16795647506123085,0.4835974935495761,0.20396600566572265,-0.07554296506137892,-0.10745098039215706
CASE_000129,86,600166.SH,2019-10-30,2019,NEUTRAL,MID,-2,-1,-1.0,1.0,1,1.0,0.0,-1,-0.042528427504944434,-0.017125655553884317,-0.026363280281834954,0.517799352750809,0.11111111111111116,-0.06565656565656552,-0.09223300970873782
CASE_000411,149,300315.SZ,2020-05-08,2020,WINNER,MID,1,-1,0.0,0.0,1,1.0,0.0,0,0.0792933967964595,0.030126017793221938,0.22439843125981085,0.852264291017075,0.7650176678445235,-0.026501766784452485,-0.18580375782881042
CASE_000303,141,000988.SZ,2020-10-19,2020,NEUTRAL,MID,1,1,1.0,1.0,-1,1.0,0.0,1,0.07234396048906176,-0.03410272301130053,-0.030562455792200544,0.4782757440985289,0.09784815265935864,-0.08363784003248076,-0.14550853749072057
CASE_000693,174,002230.SZ,2020-01-08,2020,NEUTRAL,HIGH,1,1,1.0,0.0,0,1.0,0.0,1,-0.0013955613939069383,-0.0389128130267766,-0.028409105155399114,0.5269354263289333,0.24438280166435478,-0.1214979195561724,-0.21324200913241986
CASE_000623,168,603168.SH,2020-03-10,2020,LOSER,HIGH,1,1,1.0,0.0,-1,1.0,0.0,1,-0.10080415194592676,-0.19769924755085713,-0.23623889237788784,0.049981890619340816,0.024864864864865055,-0.2670270270270275,-0.25837837837837896
CASE_000607,180,002387.SZ,2020-01-17,2020,LOSER,HIGH,1,0,1.0,1.0,1,1.0,0.0,2,-0.11219510470864182,-0.1939722237907044,-0.15686099563545447,0.14789736279401283,0.017721518987341645,-0.3234177215189876,-0.31964624131396113
CASE_000160,111,300039.SZ,2019-02-22,2019,NEUTRAL,HIGH,-1,1,-1.0,0.0,0,1.0,0.0,-2,-0.026444875364735554,-0.04618657726009251,-0.04973347718783434,0.46602302265131823,0.34474885844748804,-0.022831050228310446,-0.22912966252220224
CASE_000749,101,600180.SH,2019-04-10,2019,LOSER,HIGH,1,2,2.0,-1.0,1,1.0,0.0,2,-0.07560943652684315,-0.13773378024415778,-0.16072481233766062,0.08288770053475936,0.08474576271186418,-0.36306868867082986,-0.38545150501672276
CASE_000172,232,002366.SZ,2021-08-30,2021,WINNER,HIGH,-1,-1,-1.0,0.0,-1,1.0,0.0,0,0.4651690250617152,0.2382115405253354,0.24704192626150256,0.9373425692695214,0.6449864498644986,-0.03523035230352323,-0.3652173913043478
CASE_000388,51,000597.SZ,2018-12-03,2018,NEUTRAL,HIGH,-1,-1,-1.0,0.0,0,-1.0,0.0,-1,-0.010516926259900333,0.0763217377431907,-0.01536085777764562,0.5372418879056047,0.0978540772532197,-0.14506437768240332,-0.1401709401709399
CASE_000352,196,300047.SZ,2021-01-11,2021,NEUTRAL,LOW,-2,-2,-1.0,0.0,1,-1.0,0.0,-2,-0.07924144959039171,-0.024342537668524525,-0.022171642346683867,0.4489795918367347,0.05587392550143244,-0.17908309455587368,-0.20413793103448263
CASE_000534,116,300161.SZ,2019-04-24,2019,WINNER,HIGH,2,2,2.0,0.0,1,1.0,0.0,1,0.11906412463030733,0.04667737073395939,0.10710075065710278,0.8360655737704918,0.09612147783777991,-0.2271293375394321,-0.21072555205047305
CASE_000353,205,300420.SZ,2021-06-29,2021,LOSER,MID,0,-2,-1.0,-1.0,-2,-1.0,-1.0,0,-0.08580471451604593,-0.2118575273182088,-0.18002985765169519,0.15752325954443375,0.14425427872860697,-0.1320293398533008,-0.15581395348837201
CASE_000544,205,002046.SZ,2021-06-29,2021,WINNER,MID,-1,0,-1.0,1.0,1,1.0,0.0,-1,0.08751491296494054,0.16062562349829668,0.43091124551093996,0.8713506576836701,0.7880718008106538,-0.058482918355529656,-0.06628571428571428
CASE_000270,123,002229.SZ,2020-09-22,2020,WINNER,LOW,1,0,1.0,0.0,0,0.0,0.0,1,0.10987892359203362,0.07218702243949228,0.11994145952609209,0.8397790055248618,0.11510791366906514,-0.03884892086330938,-0.10403120936280874
CASE_000018,56,601968.SH,2018-11-20,2018,WINNER,HIGH,-1,2,0.0,0.0,1,1.0,0.0,-1,0.08634214377191052,0.09139954246541443,0.053934951289562286,0.8718518518518519,0.15609756097561056,-0.04390243902438995,-0.12195121951219523
CASE_000441,76,603022.SH,2019-05-15,2019,WINNER,LOW,0,-2,-1.0,0.0,-1,1.0,0.0,0,0.03377316053063473,0.12766811647211102,0.15040696455159416,0.8919954040597472,0.13927340237348163,-0.07416267942583699,-0.10760869565217379
CASE_000278,151,300290.SZ,2020-05-28,2020,WINNER,MID,-1,-1,-2.0,0.0,0,1.0,0.0,-1,0.0748418805318549,0.1972526163472253,0.30325629522903574,0.8855355171144644,0.5285096541592285,-0.025044722719141377,-0.06821282401091444
CASE_000585,208,000793.SZ,2021-01-21,2021,LOSER,MID,-2,-1,-2.0,1.0,1,2.0,0.0,-2,-0.107692181244522,-0.12183820293269665,-0.03577427683369008,0.14266622118275976,0.6271186440677976,-0.2161016949152541,-0.30939226519337026
CASE_000181,213,002536.SZ,2021-07-29,2021,NEUTRAL,MID,1,-1,1.0,-1.0,-2,1.0,0.0,2,0.03619000556756047,-0.011691535037577288,-0.17528858194854097,0.5170562223626026,0.2648922686945503,-0.17870722433460062,-0.32820512820512815
CASE_000307,131,300649.SZ,2020-02-11,2020,LOSER,LOW,-1,-1,-1.0,1.0,-2,-1.0,0.0,-1,-0.15761386021462634,-0.14067370091158235,-0.12173153954843025,0.1402002861230329,0.1339529797703658,-0.07982504100601417,-0.14528207688467287
CASE_000288,64,300699.SZ,2019-05-13,2019,LOSER,LOW,1,-1,1.0,-1.0,1,0.0,0.0,1,-0.09071041025828493,-0.11466198028451909,-0.0720847692129477,0.11354046797084771,0.05207914504732103,-0.20461370477522145,-0.22012422360248463
CASE_000644,63,300212.SZ,2019-07-30,2019,WINNER,LOW,1,1,1.0,0.0,1,1.0,0.0,1,-0.016622893067260232,0.13819150311501374,0.17818903133816938,0.9001089720305122,0.3146775389177172,-0.14566345441067452,-0.13940628637951125
CASE_000517,10,600706.SH,2018-10-23,2018,NEUTRAL,LOW,-2,-1,-2.0,0.0,1,1.0,0.0,-2,-0.021375991859931026,0.04793968508907205,9.168382940048792e-05,0.5411764705882353,0.21686746987951766,-0.028112449799196915,-0.14358108108108103
CASE_000259,171,002913.SZ,2020-07-31,2020,WINNER,HIGH,0,0,0.0,0.0,0,0.0,0.0,1,0.07476803794382683,0.15618229692445157,0.16845554503097698,0.8461538461538461,0.2619708535739067,-0.022727272727272707,-0.13211524947294484
CASE_000066,177,300571.SZ,2020-03-05,2020,LOSER,HIGH,1,1,1.0,-2.0,0,1.0,0.0,1,-0.1327573689410919,-0.15215797083125487,-0.12115998472099862,0.09150090415913201,-0.010672853828306184,-0.3186388244392885,-0.31307037896365
CASE_000343,218,000668.SZ,2021-03-30,2021,WINNER,MID,-2,-1,-2.0,1.0,-1,1.0,0.0,-1,0.11795341479075147,0.44489623729062167,0.31943138899550305,0.9297829036635007,0.566869300911854,-0.02127659574468066,-0.21435692921236293
CASE_000004,21,300031.SZ,2018-01-04,2018,NEUTRAL,MID,-2,-2,-1.0,0.0,-2,-1.0,0.0,-2,-0.07125255196877113,0.014260763003774435,-0.024539896805459926,0.4847389558232932,0.03743654822335052,-0.23667512690355297,-0.2138905961893054
CASE_000730,236,300374.SZ,2021-03-10,2021,LOSER,HIGH,-1,2,-1.0,-1.0,0,1.0,0.0,-1,-0.08292925911046226,-0.15278980940473022,-0.10566182473163321,0.14895763281775387,0.05270655270655289,-0.1894586894586895,-0.21438356164383554
CASE_000637,131,002062.SZ,2020-02-11,2020,WINNER,LOW,-1,1,0.0,0.0,-1,1.0,0.0,-2,0.6511811452280656,0.3662152991528379,0.43898219015710316,0.9699570815450643,1.2054380664652569,-0.012084592145015338,-0.4219178082191781
CASE_000320,171,603738.SH,2020-07-31,2020,NEUTRAL,HIGH,-2,-2,-1.0,0.0,0,-1.0,0.0,-1,0.10574717995875474,-0.048695086354781134,-0.020482710494574827,0.5338743824982357,0.12935779816513748,-0.14678899082568841,-0.21985815602836878
CASE_000512,76,002014.SZ,2019-05-15,2019,NEUTRAL,LOW,2,0,1.0,0.0,1,1.0,0.0,2,-0.019231312405548685,0.00260994651699753,0.024071084939505327,0.5323630792799694,0.13630406290956754,-0.1612057667103537,-0.22432113341204252
CASE_000648,220,000922.SZ,2021-05-13,2021,LOSER,MID,-2,-2,-2.0,1.0,0,0.0,0.0,-1,0.003284127570260101,-0.17020775248287345,-0.32195832806791136,0.10178031575411488,0.0784881255692027,-0.09849454119087198,-0.14948453608247458
CASE_000661,189,300800.SZ,2021-02-04,2021,LOSER,LOW,-2,-1,-2.0,1.0,1,1.0,0.0,-2,-0.11514143788391243,-0.34242158117198246,-0.34613896252184445,0.027685123415610406,0.23171641791044806,-0.06716417910447747,-0.18173345759552617
CASE_000104,222,600590.SH,2021-09-14,2021,NEUTRAL,HIGH,2,0,1.0,0.0,1,1.0,0.0,2,-0.014567997931654128,-0.06616596259360476,0.025716133261503404,0.48335427135678394,0.13043478260869512,-0.16149068322981364,-0.19477434679334882
CASE_000194,193,300523.SZ,2021-07-28,2021,LOSER,LOW,0,1,0.0,-1.0,0,1.0,0.0,-1,-0.1228396530802972,-0.1834661502301711,-0.21149098789163776,0.10164141414141414,0.11111111111111094,-0.24843505477308303,-0.2681584739545124
CASE_000334,76,002303.SZ,2019-05-15,2019,LOSER,LOW,1,0,1.0,-1.0,0,1.0,0.0,1,-0.052514657487398475,-0.13625199456748993,-0.178513148070503,0.07353504404442743,0.0849673202614376,-0.33173041079549737,-0.3286336317919787
CASE_000462,165,600658.SH,2020-01-13,2020,NEUTRAL,HIGH,1,1,0.0,-1.0,-2,1.0,0.0,0,0.0014376406681019388,-0.0359369779014523,-0.043510232879001104,0.4812566940378436,0.0479041916167664,-0.21357285429141737,-0.20696324951644118
CASE_000478,211,600212.SH,2021-08-12,2021,NEUTRAL,MID,0,-1,-1.0,1.0,-2,1.0,-1.0,1,0.11821272683084888,-0.05612320896410154,-0.02755780442872615,0.5039370078740157,0.08933002481389596,-0.24813895781637707,-0.28770301624129924
CASE_000525,121,000532.SZ,2020-09-25,2020,WINNER,LOW,1,-2,-1.0,0.0,1,1.0,0.0,1,0.1965114415855324,0.1950161112301547,0.17110373332646192,0.9308089500860586,0.1926765475152572,-0.015693112467306092,-0.15070527097253172
CASE_000279,32,300096.SZ,2018-01-26,2018,NEUTRAL,MID,-1,-2,-1.0,0.0,1,-1.0,0.0,-2,-0.006661217707074195,-0.008151877168081557,-0.13027845201256394,0.4979967948717949,0.23245984784446416,-0.16398985629754836,-0.23520923520923487
CASE_000494,70,300645.SZ,2019-04-30,2019,LOSER,LOW,-1,-2,-1.0,0.0,-1,0.0,0.0,0,-0.08929890171551902,-0.10290698726497963,-0.13081579014002126,0.1296153846153846,0.022367223065250297,-0.1823368740515926,-0.16965098634294318
CASE_000225,127,002007.SZ,2020-03-17,2020,NEUTRAL,LOW,2,1,2.0,-1.0,0,1.0,0.0,2,0.06100507237180591,-0.037214157777571366,-0.04730169899355019,0.45636363636363636,0.32321035998358316,-0.06900584795321629,-0.09077454366058257
CASE_000424,81,600597.SH,2019-09-30,2019,WINNER,MID,0,0,0.0,0.0,0,1.0,0.0,1,0.06553631149350841,0.1146460932524484,0.20553818643263488,0.8764409221902018,0.2000000000000004,-0.032535885167464085,-0.081395348837209
CASE_000595,73,300595.SZ,2019-07-29,2019,WINNER,LOW,2,1,1.0,0.0,1,2.0,0.0,2,0.08735893611029708,0.2361303147791416,0.29265494214567156,0.9516363636363636,0.4668500687757906,-0.0316368638239336,-0.09160597930241465
CASE_000801,182,603818.SH,2021-02-04,2021,WINNER,LOW,-2,-1,-2.0,0.0,1,1.0,0.0,-2,0.12313737718497277,0.23784745363041224,0.2763438152026013,0.9329553035356905,0.4139344262295077,-0.0327868852459019,-0.07559395248380119
CASE_000192,194,300469.SZ,2021-01-13,2021,WINNER,LOW,-2,-2,-2.0,1.0,-1,1.0,0.0,-2,0.1476149792226753,0.5092629348742219,0.28608591026763086,0.9494814319170292,0.5754504504504518,0.0011261261261261701,-0.1646153846153845
CASE_000791,62,002527.SZ,2019-04-30,2019,LOSER,LOW,1,-1,-1.0,0.0,-1,0.0,-1.0,1,-0.10961717914066145,-0.1617179806416271,-0.18321285984723945,0.052307692307692305,-0.0015503875968992942,-0.23565891472868294,-0.23410852713178365
CASE_000108,222,300177.SZ,2021-09-14,2021,LOSER,HIGH,2,1,1.0,0.0,1,1.0,0.0,0,-0.12190191058178973,-0.2779772281489411,-0.16519759623619218,0.07035175879396985,0.02383134738771786,-0.32630614115490353,-0.33062330623306213
CASE_000370,203,002191.SZ,2021-08-03,2021,NEUTRAL,MID,0,-2,-2.0,-1.0,-1,-1.0,0.0,-1,-0.03987729360764489,-0.007638833173584256,0.1564571480330226,0.528146742567995,0.22803553800592402,-0.0829220138203357,-0.12468827930174597
CASE_000057,180,600703.SH,2020-01-17,2020,WINNER,HIGH,2,1,2.0,0.0,1,1.0,0.0,2,0.3090785433737041,0.15743676542648366,0.11157430168436028,0.8731290092658589,0.5033269961977189,-0.0941064638783271,-0.3920634920634921
CASE_000589,223,300700.SZ,2021-04-16,2021,NEUTRAL,HIGH,-2,-1,-2.0,1.0,1,1.0,0.0,-2,-0.04888648852297627,0.017867600120229025,-0.04286120354450183,0.4902027027027027,0.1765408805031452,-0.09433962264150941,-0.1240364400840922
CASE_000439,150,300068.SZ,2020-11-23,2020,LOSER,MID,2,1,2.0,0.0,1,1.0,0.0,2,-0.19396913721826864,-0.19227002855365927,-0.251619314933034,0.045793758480325644,0.03407682775712528,-0.31846344485749645,-0.3048327137546465
CASE_000150,169,002431.SZ,2020-07-01,2020,WINNER,HIGH,1,2,1.0,0.0,0,1.0,0.0,-1,0.23417480535942203,0.1016359602127079,0.20469173038715407,0.8683171869393613,0.4542372881355936,-0.013559322033898202,-0.19385342789598126
CASE_000619,96,002270.SZ,2019-08-23,2019,NEUTRAL,MID,0,0,1.0,0.0,-1,0.0,0.0,0,-0.01718360355610367,-0.018295268408071136,-0.10789870750991643,0.46217879116901917,0.12662942271880784,-0.11918063314711436,-0.20991735537190126
CASE_000268,8,002706.SZ,2018-06-21,2018,NEUTRAL,LOW,-2,-2,-2.0,0.0,0,1.0,0.0,-2,-0.025594502011749426,0.11150334371466339,-0.006547188359081959,0.4715316760224539,0.15273311897106145,-0.03054662379421169,-0.12787356321839072
CASE_000616,120,002517.SZ,2019-12-13,2019,LOSER,HIGH,-1,1,0.0,0.0,0,0.0,0.0,-1,-0.20572809744055823,-0.20511178622502135,-0.0796452508191332,0.10085836909871244,0.4130434782608692,-0.1521739130434786,-0.24600638977635825
CASE_000044,14,002234.SZ,2018-06-05,2018,WINNER,LOW,1,2,1.0,0.0,0,1.0,0.0,0,-0.0026550417214919325,0.13900318341019136,0.14648777813278888,0.9089430894308943,0.15613099771515593,-0.2254379284082254,-0.2631220177232446
CASE_000526,234,002655.SZ,2021-09-03,2021,WINNER,HIGH,2,1,1.0,0.0,-1,1.0,0.0,2,0.0388546831006605,0.20972123379206858,0.33856488419872777,0.9273127753303965,0.6873786407766991,-0.059223300970873805,-0.17493692178301112
CASE_000793,183,002791.SZ,2021-01-05,2021,NEUTRAL,LOW,1,1,1.0,0.0,0,1.0,0.0,2,0.1699685833702936,-0.16842225341119837,-0.031516395186398594,0.45865416806160025,0.37201865423051306,-0.08061292471685544,-0.30344621811129346
CASE_000103,139,603266.SH,2020-12-25,2020,NEUTRAL,LOW,-1,-2,-2.0,-2.0,-1,1.0,0.0,-1,-0.0419564046877703,-0.019799894140652183,-0.016855045642704555,0.49109243697478994,0.11010830324909748,-0.1714801444043319,-0.22821576763485463
CASE_000106,132,300496.SZ,2020-04-02,2020,WINNER,LOW,1,-1,-1.0,0.0,1,1.0,0.0,1,0.10912784826092639,0.04550198280455786,0.31261159595414256,0.8690388848129127,0.41371027715080233,-0.09539637134071377,-0.1230769230769232
CASE_000153,184,600171.SH,2021-01-29,2021,WINNER,LOW,-2,-1,-1.0,1.0,1,1.0,0.0,-2,0.07686566977732773,0.12007977914234813,0.17713173324752626,0.8670886075949367,0.3127690100430418,-0.03443328550932556,-0.08798424162836493
CASE_000296,52,603166.SH,2018-05-21,2018,NEUTRAL,HIGH,0,1,0.0,-1.0,-1,1.0,0.0,-1,0.09318811106178243,-0.030791896940686042,0.0017836392403046963,0.5348837209302325,0.08729139922978169,-0.23491655969191272,-0.2382133995037221
CASE_000438,136,603848.SH,2020-04-10,2020,NEUTRAL,LOW,-1,-1,-1.0,0.0,0,1.0,0.0,-2,-0.009907527435241814,-0.031008917272511816,-0.09334187562262458,0.47676991150442477,0.22032520325203264,-0.07235772357723602,-0.08018867924528317
