section,representation,context,period,horizon,quintile,count,dates,securities,industries,mean_net_return,median_net_return,positive_return_fraction,mean_industry_relative,median_industry_relative,mean_broad_relative,severe_loss_fraction,mean_mae_h20,control,tercile,q5_count,q1_count,q5_mean_industry_relative,q1_mean_industry_relative,q5_minus_q1_industry_relative
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2018,10,2,2051,21,895,78,-0.00952099110507,-0.0142495647223,0.417844953681,0.00206150772656,-0.000111440903203,0.00410037268691,0.0975134080936,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2018,10,3,2055,20,877,77,-0.0112751132558,-0.0158111465573,0.391727493917,0.00040200343525,-0.00126955646723,0.00239012082649,0.0953771289538,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2018,10,4,2053,21,872,79,-0.0119009251071,-0.0130124656348,0.408183146615,0.00127730498445,0.000801165886025,0.00170388296592,0.101802240623,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2018,10,5,2061,21,741,80,-0.0196077613123,-0.0170330370356,0.384279475983,-0.0060388674958,-0.00461584993023,-0.00594144425895,0.11838913149,,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2018,10,Q5-Q1,2046,20,,,-0.00806221117476,-0.00328557179834,-0.0340978456206,-0.00780117290991,-0.0018555816401,-0.00797273748377,-0.00428926538238,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2018,20,1,2046,20,779,79,-0.0234697814186,-0.0303784302505,0.366568914956,0.00356817499985,-0.00204354946618,0.00216021162845,0.229227761486,-0.108654561382,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2018,20,2,2048,21,893,78,-0.0219373179932,-0.0258847584053,0.37548828125,0.00120019180198,-0.00262977187825,0.00366606058741,0.205078125,-0.100686121005,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2018,20,3,2053,20,876,77,-0.0219144278298,-0.0268512156016,0.360935216756,0.00218501582431,-0.000955362067509,0.00370198853062,0.174378957623,-0.0968079515737,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2018,20,4,2050,21,870,79,-0.025021919571,-0.0255789542234,0.358536585366,0.000970334445393,0.000574882984162,0.000677483480233,0.184390243902,-0.0957267871162,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2018,20,5,2059,21,740,80,-0.0343806636634,-0.0332863684396,0.3516270034,-0.00856723252397,-0.00573565376868,-0.0086384119094,0.228751821272,-0.107152337547,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2018,20,Q5-Q1,2046,20,,,-0.0109108822448,-0.00290793818907,-0.0149419115563,-0.0121354075238,-0.0036921043025,-0.0107986235379,-0.000475940213364,0.00150222383587,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,1,1,6362,44,1806,107,-0.00786949492911,-0.00799446706027,0.37425337944,-0.00049303821266,-0.00174596203383,-0.000845022713916,0.00361521534109,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,1,2,6375,44,2053,109,-0.00696578383132,-0.00673962419988,0.377725490196,0.00016654780483,-0.000894251977765,4.12909015791e-05,0.00282352941176,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,1,3,6384,45,2051,110,-0.00645722037294,-0.006123283895,0.374060150376,0.000225585584672,-0.000718652984062,0.00055808700353,0.00281954887218,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,1,4,6378,44,2026,110,-0.00670714523013,-0.00629161701544,0.37425525243,0.000194629858168,-0.00079730950621,0.000312507336964,0.00297899027908,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,1,5,6397,45,1805,110,-0.00725029222295,-0.00684318386129,0.379396592153,0.000182222279031,-0.00109820524697,-0.000237852198817,0.00969204314522,,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,1,Q5-Q1,6362,44,,,0.00061920270616,0.00115128319899,0.00514321271214,0.000675260491691,0.000647756786857,0.000607170515099,0.00607682780414,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,3,1,6361,44,1806,107,0.00118594346711,0.00069508042738,0.507624587329,0.000942454715047,-0.00248001116048,0.000621439770037,0.0573809149505,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,3,2,6374,44,2053,109,0.000755007877782,0.00109615572342,0.513335425165,0.000615865351566,-0.00192452334764,0.000165423136459,0.0509883903357,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,3,3,6382,45,2050,110,0.000560797479372,0.00119656520293,0.516609213413,0.000165054818492,-0.00189308239629,-1.55144280218e-05,0.0454403008461,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,3,4,6378,44,2026,110,-0.000331647989922,-0.000133971958458,0.499372844152,-0.000653248702651,-0.00289768565873,-0.000887331941195,0.0409219190969,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,3,5,6394,45,1803,110,-0.000947843967769,-0.000320656845593,0.494526118236,-0.0012171336095,-0.00410070240596,-0.00154539048124,0.0586487331874,,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,3,Q5-Q1,6361,44,,,-0.00213378743488,-0.00101573727297,-0.0130984690932,-0.00215958832455,-0.00162069124548,-0.00216683025128,0.00126781823688,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,5,1,6360,44,1806,107,0.00642605438793,0.00254992603232,0.520911949686,0.00189662430588,-0.00386016848153,0.00187803877764,0.0603773584906,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,5,2,6369,44,2050,109,0.00527114827371,0.00295687694379,0.52645627257,0.00107700620496,-0.00255773483466,0.000701718962068,0.0510284189041,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,5,3,6380,45,2049,110,0.00490884414001,0.00242782212301,0.527115987461,0.000307059196192,-0.00297528212974,0.000339384596414,0.0451410658307,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,5,4,6369,44,2026,110,0.00345847783474,0.00111370319298,0.509970168001,-0.000906343926205,-0.00383657317401,-0.00111381574692,0.0464751138326,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,5,5,6389,45,1802,110,0.00186893688493,-0.000569308119157,0.495539208014,-0.00271737217455,-0.00701852087522,-0.00274568642108,0.0701205196431,,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,5,Q5-Q1,6360,44,,,-0.004557117503,-0.00311923415148,-0.0253727416718,-0.00461399648043,-0.00315835239369,-0.00462372519872,0.00974316115257,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,10,1,6356,44,1806,107,0.00104616264791,-0.0114485736593,0.44509125236,0.00162327135784,-0.00647107000121,0.00113992860886,0.105097545626,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,10,2,6356,44,2044,109,0.00112396270339,-0.00706283608507,0.461925739459,0.00166507634015,-0.00378905181347,0.00113932304106,0.0796098174953,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,10,3,6369,45,2043,110,0.000626193954452,-0.00759031070806,0.450620191553,0.00140138837535,-0.00339693177331,0.000624984430473,0.0763071125765,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,10,4,6359,44,2021,110,-0.00158680270662,-0.00722630885055,0.451014310426,-0.00126675860605,-0.00384084724784,-0.00158859797133,0.0786287152068,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,10,5,6375,45,1800,110,-0.00478158128232,-0.00813629329413,0.452705882353,-0.00399419736728,-0.00758034407357,-0.00480636462992,0.125960784314,,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,10,Q5-Q1,6356,44,,,-0.00582774393023,0.0033122803652,0.00761462999297,-0.00561746872512,-0.00110927407236,-0.00594629323878,0.0208632386875,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,20,1,6343,44,1802,107,0.000653027809144,-0.0205095613086,0.42472016396,7.88825671067e-05,-0.0111393620049,-0.000104782017734,0.216774396973,-0.0969917523592,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,20,2,6338,44,2036,109,0.00349845752044,-0.0126511275353,0.451404228463,0.00239391823754,-0.00616431683756,0.00253737777007,0.178763016725,-0.0859801044304,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,20,3,6343,45,2033,110,0.0035296664751,-0.013651576158,0.447107047139,0.00257343842779,-0.00419160754953,0.00262426204094,0.157338798676,-0.080158334796,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,20,4,6337,44,2011,110,-0.000813999823379,-0.0140935168203,0.439798011677,-0.000409181168514,-0.00590361843748,-0.00157863916387,0.165220135711,-0.0807249406199,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,20,5,6348,45,1795,110,-0.00704051594074,-0.0191802113013,0.429584120983,-0.00556409579746,-0.0110761203194,-0.00802414094098,0.205734089477,-0.0951256108345,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2019,20,Q5-Q1,6343,44,,,-0.00769354374988,0.00132935000731,0.00486395702272,-0.00564297836457,6.32416855802e-05,-0.00791935892325,-0.011040307496,0.00186614152473,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,1,1,9145,46,2200,109,-0.00553044441012,-0.0049880239521,0.425041006014,-4.02375678378e-05,-0.00178830603575,-0.000196661620762,0.0061235647895,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,1,2,9159,48,2507,108,-0.00488995327557,-0.00399201596806,0.415438366634,0.000658614536795,-0.000920471310984,0.000438592575789,0.00393056010481,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,1,3,9162,48,2521,107,-0.00533902530113,-0.00399201596806,0.396529142109,9.60430900642e-05,-0.00102272256771,-1.78205788018e-05,0.00480244488103,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,1,4,9162,48,2448,108,-0.00580102546823,-0.00528345278781,0.38725169177,-0.000177309646556,-0.00163897082594,-0.000479170705429,0.00556647020301,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,1,5,9180,48,2275,110,-0.00598733427351,-0.00547362135855,0.400762527233,-0.000555751917127,-0.00207495845297,-0.000670081615927,0.0143790849673,,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,1,Q5-Q1,9145,46,,,-0.000456889863388,-0.000485597406453,-0.0242784787811,-0.000515514349289,-0.00028665241722,-0.000473419995165,0.00825552017782,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,3,1,9144,46,2200,109,0.00440671290836,0.000329064967692,0.503171478565,0.00130751585016,-0.00313179386807,0.00142114803736,0.0194663167104,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,3,2,9156,48,2507,108,0.00394290502743,0.000936399841629,0.50873743993,0.00110118103357,-0.00253539163071,0.000953297519881,0.0115771079074,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,3,3,9161,48,2521,107,0.00237733625792,0.000325046501424,0.504530073136,-0.000143469869796,-0.00272196665443,-0.000625846769787,0.00960593821635,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,3,4,9156,48,2445,108,0.00204703617881,-0.000824722678614,0.491480996068,-0.000411369558542,-0.00350678264113,-0.000953608313394,0.0128877238969,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,3,5,9177,48,2274,110,0.00102756702729,-0.00233200266134,0.478587773782,-0.00206994015667,-0.00498588228278,-0.0019552837444,0.0367222403836,,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,3,Q5-Q1,9144,46,,,-0.00337914588107,-0.00266106762904,-0.0245837047829,-0.00337745600682,-0.00185408841471,-0.00337643178176,0.0172559236732,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,5,1,9144,46,2200,109,0.00235963177081,-0.00201576102528,0.486220472441,0.000489960467491,-0.00583129592037,-1.37468246699e-05,0.0705380577428,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,5,2,9156,48,2507,108,0.0032531987133,0.000192165285952,0.50120139799,0.00165290937258,-0.00307017178688,0.000876769099049,0.0513324595893,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,5,3,9157,48,2521,107,0.00198108262627,-0.000984745484875,0.491754941575,0.000347213693006,-0.00388872424543,-0.000395194884086,0.0470678169706,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,5,4,9153,48,2444,108,0.000935996895629,-0.0022658322869,0.480607451109,-0.000431557994232,-0.0049669556514,-0.00144853413109,0.0503660002185,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,5,5,9173,48,2273,110,1.73586544676e-05,-0.00170584615009,0.486209527962,-0.00226165784703,-0.00634449214033,-0.00233292536866,0.082742832225,,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,5,Q5-Q1,9144,46,,,-0.00234227311634,0.000309914875196,-1.09444784463e-05,-0.00275161831452,-0.000513196219956,-0.00231917854399,0.0122047744822,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,10,1,9135,46,2196,109,-0.00433025206893,-0.0161187365529,0.422112753147,-0.00110470288435,-0.00987384670436,-0.00344388663081,0.152052545156,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,10,2,9150,48,2505,108,-0.0024970751391,-0.0115232941778,0.433989071038,0.000757647616366,-0.00588465542864,-0.00162588996716,0.112349726776,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,10,3,9149,48,2517,107,-0.000632617228762,-0.00770846366968,0.448901519292,0.00179999852971,-0.00469642322495,0.000246490793217,0.0956388676358,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,10,4,9143,48,2443,108,-0.00264328153402,-0.00994425491646,0.43443071202,0.000475543551894,-0.00623668149607,-0.00178023519894,0.109810784206,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,10,5,9160,48,2269,110,-0.00378912438578,-0.01314188424,0.436572052402,-0.00192630646691,-0.0089428484521,-0.00287950775667,0.153165938865,,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,10,Q5-Q1,9135,46,,,0.00054112768315,0.00297685231284,0.0144592992545,-0.000821603582565,0.000930998252261,0.00056437887414,0.00111339370864,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,20,1,9124,46,2194,109,0.00339265652702,-0.0198121364755,0.437527400263,-0.00136051574993,-0.0157899481662,-0.00507460625943,0.231148619027,-0.10090659266,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,20,2,9138,48,2501,108,0.00430334477125,-0.0165997119685,0.439264609324,0.000362937420217,-0.011270941018,-0.00425438554396,0.184394834756,-0.0883048005233,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,20,3,9133,48,2510,107,0.00860176755435,-0.0109693048229,0.452315777948,0.00298873227491,-0.00871779468213,0.000127586940958,0.15361874521,-0.0814862267991,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,20,4,9126,48,2438,108,0.00611835840389,-0.0150587713462,0.43929432391,0.00120511815878,-0.00972146648853,-0.00238707350276,0.162502739426,-0.0834066717033,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,20,5,9130,48,2262,110,0.00352702452992,-0.016238124627,0.446330777656,-0.00319450983847,-0.0158438347718,-0.0048196582155,0.225082146769,-0.100644866954,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2020,20,Q5-Q1,9124,46,,,0.000134368002896,0.00357401184855,0.00880337739304,-0.00183399408855,-5.38866056535e-05,0.000254948043936,-0.00606647225785,0.000261725706096,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,1,1,9429,48,2305,109,0.000357467605669,-0.000116498520469,0.49761374483,8.45296108417e-05,-0.00183614258048,-0.000101747302815,0.00212111570686,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,1,2,9456,48,2628,110,-0.000183688125175,-0.000688766440035,0.486146362098,-0.000352883277583,-0.00175606145996,-0.000643280160188,0.00126903553299,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,1,3,9449,48,2591,111,-0.000123779796211,-0.00146728090081,0.467033548524,-6.79707414544e-06,-0.00145353387746,-0.00057833565884,0.0016933008784,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,1,4,9455,48,2570,111,-0.000355053519653,-0.00174875474277,0.459545214172,-0.000383551187826,-0.002004571875,-0.000815591281888,0.00190375462718,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,1,5,9469,48,2336,111,0.000560995867868,-0.00175379577923,0.470165804203,0.000479660036267,-0.00199089493018,0.000106770345974,0.00348505650016,,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,1,Q5-Q1,9429,48,,,0.000203528262198,-0.00163729725876,-0.0274479406266,0.000395130425426,-0.000154752349707,0.00020851764879,0.0013639407933,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,3,1,9426,48,2304,109,0.00533383715362,0.00229277747437,0.521854445152,0.000859439567643,-0.00408545495133,0.00119750043556,0.0250371313388,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,3,2,9454,48,2628,110,0.00472659021971,0.00183218859045,0.51988576264,1.71726650766e-05,-0.00351015847275,0.000591466852091,0.0172413793103,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,3,3,9445,48,2591,111,0.00463790926557,0.00105008052431,0.512863949179,0.000412640010092,-0.0028807239687,0.000503809340776,0.0140815246162,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,3,4,9452,48,2570,111,0.00362416848299,0.000783479783728,0.510473973762,-0.000860741873673,-0.00376227583472,-0.000509087728287,0.0196783749471,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,3,5,9467,48,2336,111,0.00360512229815,-6.29903900286e-05,0.499524664624,-0.000831448477115,-0.0046693258068,-0.000519883105826,0.033273476286,,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,3,Q5-Q1,9426,48,,,-0.00172871485547,-0.0023557678644,-0.0223297805272,-0.00169088804476,-0.000583870855473,-0.00171738354138,0.0082363449472,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,5,1,9423,48,2303,109,0.00635997912353,-0.00216447838268,0.486893770561,0.00186953883333,-0.00378845245127,0.00191349722504,0.0573065902579,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,5,2,9454,48,2628,110,0.00584982036668,-0.00106201983784,0.491220647345,0.000867153872665,-0.00406691224528,0.00141346040785,0.0447429659403,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,5,3,9439,48,2589,111,0.00476682510292,-0.00133194123009,0.486810043437,0.000173275270784,-0.00395941745767,0.00031839585568,0.0343256700922,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,5,4,9444,48,2568,111,0.00332729992469,-0.00146247086191,0.485281660313,-0.00126605652157,-0.00492268656163,-0.00110066112007,0.0435196950445,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,5,5,9461,48,2335,111,0.00177378048388,-0.00399201596806,0.468766515168,-0.00262127865908,-0.00716989187648,-0.00266086974411,0.0687030969242,,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,5,Q5-Q1,9423,48,,,-0.00458619863965,-0.00182753758538,-0.0181272553939,-0.00449081749241,-0.00338143942521,-0.00457436696915,0.0113965066663,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,10,1,9414,48,2302,109,0.0119633209408,-0.00110431840158,0.494582536648,0.00411381035987,-0.00627323413082,0.00397385447457,0.112810707457,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,10,2,9448,48,2627,110,0.00917792334773,-0.00123602884427,0.491744284505,0.00152830159187,-0.00653517721929,0.0011851023764,0.0915537679932,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,10,3,9432,48,2588,111,0.00834868064483,-0.00106687608051,0.49385072095,0.000704779002274,-0.00526483914431,0.000344947394179,0.079834605598,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,10,4,9435,48,2566,111,0.00522913255283,-0.00203905913663,0.486592474828,-0.00234215019687,-0.00745301691157,-0.00276350249098,0.0877583465819,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,10,5,9449,48,2333,111,0.00261722967499,-0.00759071074083,0.464705259816,-0.00535708099215,-0.0133014824069,-0.00534350310344,0.130701661551,,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,10,Q5-Q1,9414,48,,,-0.00934609126583,-0.00648639233925,-0.0298772768317,-0.00947089135202,-0.0070282482761,-0.00931735757801,0.0178909540945,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,20,1,9400,48,2297,109,0.0161663551786,-0.00574780676341,0.48170212766,0.005948620716,-0.00972324279674,0.0034003755832,0.21,-0.0954761364162,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,20,2,9426,48,2623,110,0.0126660352918,-0.00399201596806,0.48260131551,0.00218476286209,-0.0105691243021,-0.00012871605165,0.175472098451,-0.0848284651964,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,20,3,9419,48,2584,111,0.0106346391939,-0.00399201596806,0.483278479669,0.000477211175922,-0.00905344859013,-0.00221190930291,0.158721732668,-0.0791742638431,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,20,4,9417,48,2562,111,0.00726885322964,-0.00793660204344,0.467877243283,-0.0026179964705,-0.0112793837983,-0.00548027321239,0.172029308697,-0.0812283890327,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,20,5,9422,48,2330,111,0.00321237909384,-0.0167374190056,0.44438548079,-0.00757227091301,-0.0201297000974,-0.00959427605073,0.230312035661,-0.0985987160408,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2021,20,Q5-Q1,9400,48,,,-0.0129539760847,-0.0109896122422,-0.0373166468699,-0.013520891629,-0.0104064573006,-0.0129946516339,0.0203120356612,-0.00312257962466,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2022,1,1,12730,48,2789,115,-0.00791970564131,-0.00873138743386,0.390652003142,0.000640987623451,-0.00124932386039,-0.000153128963465,0.00408483896308,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2022,1,2,12753,48,3156,116,-0.00824967214992,-0.00829133100705,0.375519485611,0.000128391053359,-0.00153582008025,-0.000496399984898,0.00376382027758,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2022,1,3,12754,48,3203,116,-0.00867177726625,-0.00860049863877,0.358083738435,-0.000333814999127,-0.00156974505968,-0.000918846689967,0.00321467774816,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2022,1,4,12754,48,3101,116,-0.00900974456854,-0.00864409066254,0.346244315509,-0.000588655589311,-0.00157616964826,-0.00125821072742,0.00313627097381,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2022,1,5,12775,48,2813,116,-0.00837354346413,-0.00901873254213,0.357964774951,0.0001740064316,-0.00139775706213,-0.000622043160656,0.00712328767123,,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_PRESSURE,2022,1,Q5-Q1,12730,48,,,-0.000453837822817,-0.000287345108262,-0.0326872281911,-0.00046698119185,-0.000148433201741,-0.000468914197191,0.00303844870815,,,,,,,,
